id,authentic_path,manipulated_path,manipulation_type,suspicious_region,name,surname,given_names,dob,issue,expiry,doc_no,nationality,sex,split
SD_00507,authentic/SD_00507_authentic.jpg,manipulated/SD_00507_date_change.jpg,date_change,"[205, 264, 650, 287]",Aditya Joshi,Joshi,Aditya,19770211,2014-01-19,2019-08-16,V1004090,IND,M,train
SD_00508,authentic/SD_00508_authentic.jpg,manipulated/SD_00508_copy_paste.jpg,copy_paste,"[205, 140, 500, 175]",Meera Desai,Desai,Meera,20030816,2023-06-20,2033-06-12,V5535669,IND,F,train
SD_00509,authentic/SD_00509_authentic.jpg,manipulated/SD_00509_clone.jpg,clone,"[430, 270, 580, 305]",Diya Singh,Singh,Diya,19760828,2010-12-13,2015-01-20,D8435797,AUS,F,train
SD_00510,authentic/SD_00510_authentic.jpg,manipulated/SD_00510_compression.jpg,compression,"[0, 0, 700, 455]",Ishaan Sharma,Sharma,Ishaan,19901112,2010-01-26,2020-11-15,H9769156,CAN,M,train
SD_00511,authentic/SD_00511_authentic.jpg,manipulated/SD_00511_mixed.jpg,mixed,"[45, 100, 650, 250]",Meera Rao,Rao,Meera,19820328,2021-09-19,2026-03-16,Z1487271,CAN,M,test
SD_00512,authentic/SD_00512_authentic.jpg,manipulated/SD_00512_text_change.jpg,text_change,"[205, 150, 650, 173]",Neel Mehta,Mehta,Neel,19801123,2022-02-04,2032-12-01,F5643471,SGP,M,validation
SD_00513,authentic/SD_00513_authentic.jpg,manipulated/SD_00513_photo_change.jpg,photo_change,"[45, 100, 165, 250]",Tara Patel,Patel,Tara,19910419,2023-10-03,2033-07-23,X6863341,GBR,M,train
SD_00514,authentic/SD_00514_authentic.jpg,manipulated/SD_00514_number_change.jpg,number_change,"[205, 188, 650, 211]",Arjun Patel,Patel,Arjun,19911007,2021-12-04,2031-03-28,K6904098,USA,F,train
SD_00515,authentic/SD_00515_authentic.jpg,manipulated/SD_00515_date_change.jpg,date_change,"[205, 264, 650, 287]",Kiara Nair,Nair,Kiara,19931126,2023-03-17,2028-02-13,A8752437,SGP,F,train
SD_00516,authentic/SD_00516_authentic.jpg,manipulated/SD_00516_copy_paste.jpg,copy_paste,"[205, 140, 500, 175]",Aadhya Verma,Verma,Aadhya,19720610,2019-09-23,2024-05-28,W9737460,GBR,M,train
SD_00517,authentic/SD_00517_authentic.jpg,manipulated/SD_00517_clone.jpg,clone,"[430, 270, 580, 305]",Ishaan Malhotra,Malhotra,Ishaan,19841202,2021-03-28,2031-12-13,J2086567,GBR,F,test
SD_00518,authentic/SD_00518_authentic.jpg,manipulated/SD_00518_compression.jpg,compression,"[0, 0, 700, 455]",Meera Patel,Patel,Meera,20030523,2023-04-23,2033-02-05,K9047292,CAN,F,train
SD_00519,authentic/SD_00519_authentic.jpg,manipulated/SD_00519_mixed.jpg,mixed,"[45, 100, 650, 250]",Aadhya Verma,Verma,Aadhya,19831207,2013-12-21,2018-06-24,S1266201,GBR,F,validation
SD_00520,authentic/SD_00520_authentic.jpg,manipulated/SD_00520_text_change.jpg,text_change,"[205, 150, 650, 173]",Rohan Sharma,Sharma,Rohan,19771111,2018-10-14,2023-11-24,M3013674,SGP,M,train
SD_00521,authentic/SD_00521_authentic.jpg,manipulated/SD_00521_photo_change.jpg,photo_change,"[45, 100, 165, 250]",Meera Singh,Singh,Meera,19750828,2022-11-13,2032-11-21,O5011117,SGP,M,validation
SD_00522,authentic/SD_00522_authentic.jpg,manipulated/SD_00522_number_change.jpg,number_change,"[205, 188, 650, 211]",Aarav Desai,Desai,Aarav,20001224,2020-02-26,2025-07-16,U6492151,SGP,M,train
SD_00523,authentic/SD_00523_authentic.jpg,manipulated/SD_00523_date_change.jpg,date_change,"[205, 264, 650, 287]",Meera Malhotra,Malhotra,Meera,19710927,2016-09-26,2026-02-17,S8131292,IND,F,train
SD_00524,authentic/SD_00524_authentic.jpg,manipulated/SD_00524_copy_paste.jpg,copy_paste,"[205, 140, 500, 175]",Vivaan Verma,Verma,Vivaan,19830303,2020-09-09,2025-02-04,Q4582603,GBR,M,train
SD_00525,authentic/SD_00525_authentic.jpg,manipulated/SD_00525_clone.jpg,clone,"[430, 270, 580, 305]",Aadhya Kulkarni,Kulkarni,Aadhya,20040319,2023-08-23,2033-09-12,T8831030,USA,M,train
SD_00526,authentic/SD_00526_authentic.jpg,manipulated/SD_00526_compression.jpg,compression,"[0, 0, 700, 455]",Aadhya Malhotra,Malhotra,Aadhya,19831018,2012-04-19,2022-05-05,X9618446,SGP,M,validation
SD_00527,authentic/SD_00527_authentic.jpg,manipulated/SD_00527_mixed.jpg,mixed,"[45, 100, 650, 250]",Meera Kapoor,Kapoor,Meera,19751114,2014-12-05,2019-02-21,X4359892,CAN,M,train
SD_00528,authentic/SD_00528_authentic.jpg,manipulated/SD_00528_text_change.jpg,text_change,"[205, 150, 650, 173]",Diya Singh,Singh,Diya,19970120,2021-04-03,2031-02-18,D8615155,GBR,M,train
SD_00529,authentic/SD_00529_authentic.jpg,manipulated/SD_00529_photo_change.jpg,photo_change,"[45, 100, 165, 250]",Neel Rao,Rao,Neel,19700708,2011-07-04,2016-03-17,X4971859,GBR,F,validation
SD_00530,authentic/SD_00530_authentic.jpg,manipulated/SD_00530_number_change.jpg,number_change,"[205, 188, 650, 211]",Arjun Sharma,Sharma,Arjun,19800706,2015-06-26,2025-08-19,E4082226,AUS,F,train
SD_00531,authentic/SD_00531_authentic.jpg,manipulated/SD_00531_date_change.jpg,date_change,"[205, 264, 650, 287]",Vivaan Bose,Bose,Vivaan,19930422,2022-10-14,2032-03-15,L7844683,GBR,M,train
SD_00532,authentic/SD_00532_authentic.jpg,manipulated/SD_00532_copy_paste.jpg,copy_paste,"[205, 140, 500, 175]",Diya Malhotra,Malhotra,Diya,19750203,2020-12-08,2025-03-19,B1487068,SGP,M,train
SD_00533,authentic/SD_00533_authentic.jpg,manipulated/SD_00533_clone.jpg,clone,"[430, 270, 580, 305]",Tara Kapoor,Kapoor,Tara,20021204,2024-07-01,2029-12-01,W6853890,AUS,F,train
SD_00534,authentic/SD_00534_authentic.jpg,manipulated/SD_00534_compression.jpg,compression,"[0, 0, 700, 455]",Rohan Kulkarni,Kulkarni,Rohan,20030303,2022-06-27,2027-09-12,B6762515,SGP,M,train
SD_00535,authentic/SD_00535_authentic.jpg,manipulated/SD_00535_mixed.jpg,mixed,"[45, 100, 650, 250]",Arjun Rao,Rao,Arjun,19890509,2017-04-01,2027-04-10,U8079705,IND,F,train
SD_00536,authentic/SD_00536_authentic.jpg,manipulated/SD_00536_text_change.jpg,text_change,"[205, 150, 650, 173]",Diya Rao,Rao,Diya,19920112,2011-12-06,2021-06-01,D6731882,CAN,M,train
SD_00537,authentic/SD_00537_authentic.jpg,manipulated/SD_00537_photo_change.jpg,photo_change,"[45, 100, 165, 250]",Tara Sharma,Sharma,Tara,19791109,2022-04-16,2032-06-10,L6284177,USA,M,train
SD_00538,authentic/SD_00538_authentic.jpg,manipulated/SD_00538_number_change.jpg,number_change,"[205, 188, 650, 211]",Ira Bose,Bose,Ira,19970628,2015-12-07,2020-04-10,B2665023,CAN,F,train
SD_00539,authentic/SD_00539_authentic.jpg,manipulated/SD_00539_date_change.jpg,date_change,"[205, 264, 650, 287]",Arjun Joshi,Joshi,Arjun,20010826,2023-11-23,2028-06-25,Y6862110,USA,M,train
SD_00540,authentic/SD_00540_authentic.jpg,manipulated/SD_00540_copy_paste.jpg,copy_paste,"[205, 140, 500, 175]",Aarav Singh,Singh,Aarav,19851127,2010-06-14,2015-07-16,J4716392,SGP,M,validation
SD_00541,authentic/SD_00541_authentic.jpg,manipulated/SD_00541_clone.jpg,clone,"[430, 270, 580, 305]",Neel Rao,Rao,Neel,19770523,2023-04-22,2033-04-16,W1892392,USA,M,validation
SD_00542,authentic/SD_00542_authentic.jpg,manipulated/SD_00542_compression.jpg,compression,"[0, 0, 700, 455]",Kabir Joshi,Joshi,Kabir,19720405,2014-07-01,2019-02-28,B6684335,CAN,F,train
SD_00543,authentic/SD_00543_authentic.jpg,manipulated/SD_00543_mixed.jpg,mixed,"[45, 100, 650, 250]",Vivaan Iyer,Iyer,Vivaan,19970504,2015-05-12,2025-06-23,N3502000,SGP,F,validation
SD_00544,authentic/SD_00544_authentic.jpg,manipulated/SD_00544_text_change.jpg,text_change,"[205, 150, 650, 173]",Ishaan Rao,Rao,Ishaan,20001004,2020-07-06,2030-08-12,K4110825,GBR,F,train
SD_00545,authentic/SD_00545_authentic.jpg,manipulated/SD_00545_photo_change.jpg,photo_change,"[45, 100, 165, 250]",Ira Mehta,Mehta,Ira,19871013,2013-02-04,2018-11-24,T1093371,IND,F,validation
SD_00546,authentic/SD_00546_authentic.jpg,manipulated/SD_00546_number_change.jpg,number_change,"[205, 188, 650, 211]",Aadhya Bose,Bose,Aadhya,20000418,2024-12-05,2029-03-07,N8485571,CAN,M,test
SD_00547,authentic/SD_00547_authentic.jpg,manipulated/SD_00547_date_change.jpg,date_change,"[205, 264, 650, 287]",Tara Joshi,Joshi,Tara,20030320,2021-05-23,2026-05-02,S0367881,USA,F,train
SD_00548,authentic/SD_00548_authentic.jpg,manipulated/SD_00548_copy_paste.jpg,copy_paste,"[205, 140, 500, 175]",Meera Joshi,Joshi,Meera,19870301,2013-03-19,2018-10-23,A8788443,GBR,F,train
SD_00549,authentic/SD_00549_authentic.jpg,manipulated/SD_00549_clone.jpg,clone,"[430, 270, 580, 305]",Arjun Verma,Verma,Arjun,19840908,2010-05-02,2015-05-05,I0338105,SGP,F,test
SD_00550,authentic/SD_00550_authentic.jpg,manipulated/SD_00550_compression.jpg,compression,"[0, 0, 700, 455]",Diya Patel,Patel,Diya,19860314,2021-10-10,2031-01-21,A5342408,SGP,M,train
SD_00551,authentic/SD_00551_authentic.jpg,manipulated/SD_00551_mixed.jpg,mixed,"[45, 100, 650, 250]",Meera Kulkarni,Kulkarni,Meera,19861121,2023-10-18,2028-08-08,K4396273,SGP,F,test
SD_00552,authentic/SD_00552_authentic.jpg,manipulated/SD_00552_text_change.jpg,text_change,"[205, 150, 650, 173]",Ira Verma,Verma,Ira,20000806,2018-08-06,2023-04-19,P2404226,SGP,M,validation
SD_00553,authentic/SD_00553_authentic.jpg,manipulated/SD_00553_photo_change.jpg,photo_change,"[45, 100, 165, 250]",Aditya Verma,Verma,Aditya,19740415,2016-11-13,2021-12-17,E0916601,IND,M,train
SD_00554,authentic/SD_00554_authentic.jpg,manipulated/SD_00554_number_change.jpg,number_change,"[205, 188, 650, 211]",Kabir Mehta,Mehta,Kabir,19750321,2014-10-01,2019-02-18,X5132797,USA,F,train
SD_00555,authentic/SD_00555_authentic.jpg,manipulated/SD_00555_date_change.jpg,date_change,"[205, 264, 650, 287]",Diya Kapoor,Kapoor,Diya,19790118,2013-12-09,2018-01-27,B1841862,IND,M,train
SD_00556,authentic/SD_00556_authentic.jpg,manipulated/SD_00556_copy_paste.jpg,copy_paste,"[205, 140, 500, 175]",Kiara Joshi,Joshi,Kiara,19791110,2015-04-22,2025-11-23,D7213145,IND,F,train
SD_00557,authentic/SD_00557_authentic.jpg,manipulated/SD_00557_clone.jpg,clone,"[430, 270, 580, 305]",Arjun Nair,Nair,Arjun,19750120,2024-03-06,2034-09-11,T2624945,IND,F,train
SD_00558,authentic/SD_00558_authentic.jpg,manipulated/SD_00558_compression.jpg,compression,"[0, 0, 700, 455]",Tara Kulkarni,Kulkarni,Tara,19931226,2015-02-26,2020-03-25,U2526771,IND,F,test
SD_00559,authentic/SD_00559_authentic.jpg,manipulated/SD_00559_mixed.jpg,mixed,"[45, 100, 650, 250]",Anaya Verma,Verma,Anaya,19750306,2015-07-12,2025-08-14,P6952366,AUS,F,train
SD_00560,authentic/SD_00560_authentic.jpg,manipulated/SD_00560_text_change.jpg,text_change,"[205, 150, 650, 173]",Tara Iyer,Iyer,Tara,20040703,2022-10-23,2032-09-19,Y3135030,GBR,F,train
SD_00561,authentic/SD_00561_authentic.jpg,manipulated/SD_00561_photo_change.jpg,photo_change,"[45, 100, 165, 250]",Kabir Patel,Patel,Kabir,19730612,2024-03-10,2034-03-27,R6333021,SGP,M,train
SD_00562,authentic/SD_00562_authentic.jpg,manipulated/SD_00562_number_change.jpg,number_change,"[205, 188, 650, 211]",Meera Bose,Bose,Meera,19710712,2021-01-23,2026-11-19,C7920252,IND,M,validation
SD_00563,authentic/SD_00563_authentic.jpg,manipulated/SD_00563_date_change.jpg,date_change,"[205, 264, 650, 287]",Aditya Sharma,Sharma,Aditya,19960316,2016-12-05,2026-08-14,X5704120,SGP,M,train
SD_00564,authentic/SD_00564_authentic.jpg,manipulated/SD_00564_copy_paste.jpg,copy_paste,"[205, 140, 500, 175]",Rohan Sharma,Sharma,Rohan,19951115,2019-09-23,2029-10-17,J3624186,USA,M,train
SD_00565,authentic/SD_00565_authentic.jpg,manipulated/SD_00565_clone.jpg,clone,"[430, 270, 580, 305]",Meera Desai,Desai,Meera,19730706,2013-12-18,2018-12-15,P5662056,USA,F,test
SD_00566,authentic/SD_00566_authentic.jpg,manipulated/SD_00566_compression.jpg,compression,"[0, 0, 700, 455]",Arjun Patel,Patel,Arjun,19741025,2015-06-01,2020-05-06,R1139043,AUS,M,validation
SD_00567,authentic/SD_00567_authentic.jpg,manipulated/SD_00567_mixed.jpg,mixed,"[45, 100, 650, 250]",Vivaan Mehta,Mehta,Vivaan,19871019,2011-01-19,2021-01-02,K1405468,USA,F,validation
SD_00568,authentic/SD_00568_authentic.jpg,manipulated/SD_00568_text_change.jpg,text_change,"[205, 150, 650, 173]",Meera Bose,Bose,Meera,19921222,2012-02-11,2022-12-17,D8209679,IND,F,train
SD_00569,authentic/SD_00569_authentic.jpg,manipulated/SD_00569_photo_change.jpg,photo_change,"[45, 100, 165, 250]",Rohan Verma,Verma,Rohan,19991103,2018-12-08,2023-11-21,E2889857,USA,F,train
SD_00570,authentic/SD_00570_authentic.jpg,manipulated/SD_00570_number_change.jpg,number_change,"[205, 188, 650, 211]",Aadhya Nair,Nair,Aadhya,19971225,2015-11-13,2020-04-20,T1297102,GBR,M,test
SD_00571,authentic/SD_00571_authentic.jpg,manipulated/SD_00571_date_change.jpg,date_change,"[205, 264, 650, 287]",Tara Patel,Patel,Tara,19990310,2022-03-03,2032-10-12,L1127474,CAN,M,train
SD_00572,authentic/SD_00572_authentic.jpg,manipulated/SD_00572_copy_paste.jpg,copy_paste,"[205, 140, 500, 175]",Tara Sharma,Sharma,Tara,19930513,2024-07-28,2029-08-12,Q9551687,GBR,M,train
SD_00573,authentic/SD_00573_authentic.jpg,manipulated/SD_00573_clone.jpg,clone,"[430, 270, 580, 305]",Vivaan Bose,Bose,Vivaan,19850901,2021-03-28,2026-05-13,F9613671,GBR,F,train
SD_00574,authentic/SD_00574_authentic.jpg,manipulated/SD_00574_compression.jpg,compression,"[0, 0, 700, 455]",Sara Kulkarni,Kulkarni,Sara,20040203,2023-03-24,2028-07-25,N3651559,CAN,M,test
SD_00575,authentic/SD_00575_authentic.jpg,manipulated/SD_00575_mixed.jpg,mixed,"[45, 100, 650, 250]",Tara Patel,Patel,Tara,19870118,2017-03-16,2022-11-07,K9096056,CAN,M,train
SD_00576,authentic/SD_00576_authentic.jpg,manipulated/SD_00576_text_change.jpg,text_change,"[205, 150, 650, 173]",Vivaan Mehta,Mehta,Vivaan,19711114,2022-05-09,2027-02-05,C4614768,USA,F,train
SD_00577,authentic/SD_00577_authentic.jpg,manipulated/SD_00577_photo_change.jpg,photo_change,"[45, 100, 165, 250]",Rohan Malhotra,Malhotra,Rohan,19730711,2011-05-06,2016-06-14,P7826596,IND,M,train
SD_00578,authentic/SD_00578_authentic.jpg,manipulated/SD_00578_number_change.jpg,number_change,"[205, 188, 650, 211]",Aditya Bose,Bose,Aditya,19791127,2015-12-24,2025-01-05,O2751648,SGP,M,train
SD_00579,authentic/SD_00579_authentic.jpg,manipulated/SD_00579_date_change.jpg,date_change,"[205, 264, 650, 287]",Sara Malhotra,Malhotra,Sara,19780821,2020-10-04,2025-04-24,G6829635,USA,M,train
SD_00580,authentic/SD_00580_authentic.jpg,manipulated/SD_00580_copy_paste.jpg,copy_paste,"[205, 140, 500, 175]",Ira Malhotra,Malhotra,Ira,19930510,2011-09-27,2016-12-16,U7665586,AUS,F,test
SD_00581,authentic/SD_00581_authentic.jpg,manipulated/SD_00581_clone.jpg,clone,"[430, 270, 580, 305]",Arjun Verma,Verma,Arjun,19990606,2023-09-20,2028-09-14,M4649111,IND,M,train
SD_00582,authentic/SD_00582_authentic.jpg,manipulated/SD_00582_compression.jpg,compression,"[0, 0, 700, 455]",Kiara Patel,Patel,Kiara,20011018,2024-02-21,2034-09-19,Z0463378,CAN,M,train
SD_00583,authentic/SD_00583_authentic.jpg,manipulated/SD_00583_mixed.jpg,mixed,"[45, 100, 650, 250]",Ishaan Malhotra,Malhotra,Ishaan,20000626,2018-08-14,2028-01-12,Z3844446,SGP,M,train
SD_00584,authentic/SD_00584_authentic.jpg,manipulated/SD_00584_text_change.jpg,text_change,"[205, 150, 650, 173]",Aarav Joshi,Joshi,Aarav,19720105,2010-06-27,2020-06-06,S6386396,IND,F,validation
SD_00585,authentic/SD_00585_authentic.jpg,manipulated/SD_00585_photo_change.jpg,photo_change,"[45, 100, 165, 250]",Kabir Kulkarni,Kulkarni,Kabir,19940313,2023-06-17,2028-07-08,D2819648,USA,F,train
SD_00586,authentic/SD_00586_authentic.jpg,manipulated/SD_00586_number_change.jpg,number_change,"[205, 188, 650, 211]",Ishaan Patel,Patel,Ishaan,19750701,2010-11-25,2015-01-20,W8196027,SGP,F,train
SD_00587,authentic/SD_00587_authentic.jpg,manipulated/SD_00587_date_change.jpg,date_change,"[205, 264, 650, 287]",Rohan Mehta,Mehta,Rohan,19840418,2014-04-24,2024-05-22,B4120911,CAN,M,train
SD_00588,authentic/SD_00588_authentic.jpg,manipulated/SD_00588_copy_paste.jpg,copy_paste,"[205, 140, 500, 175]",Aadhya Rao,Rao,Aadhya,19810216,2011-06-27,2016-07-04,P0617136,CAN,F,train
SD_00589,authentic/SD_00589_authentic.jpg,manipulated/SD_00589_clone.jpg,clone,"[430, 270, 580, 305]",Sara Singh,Singh,Sara,19800501,2012-03-22,2017-02-11,L7998028,SGP,F,train
SD_00590,authentic/SD_00590_authentic.jpg,manipulated/SD_00590_compression.jpg,compression,"[0, 0, 700, 455]",Arjun Mehta,Mehta,Arjun,19710117,2018-09-25,2023-04-28,L1305231,SGP,M,validation
SD_00591,authentic/SD_00591_authentic.jpg,manipulated/SD_00591_mixed.jpg,mixed,"[45, 100, 650, 250]",Anaya Rao,Rao,Anaya,20000212,2019-12-18,2029-08-24,Z7686342,USA,F,test
SD_00592,authentic/SD_00592_authentic.jpg,manipulated/SD_00592_text_change.jpg,text_change,"[205, 150, 650, 173]",Meera Patel,Patel,Meera,19890424,2012-08-14,2022-07-20,X4591966,USA,F,train
SD_00593,authentic/SD_00593_authentic.jpg,manipulated/SD_00593_photo_change.jpg,photo_change,"[45, 100, 165, 250]",Ira Kulkarni,Kulkarni,Ira,19740302,2017-09-09,2027-05-20,U8560125,CAN,M,train
SD_00594,authentic/SD_00594_authentic.jpg,manipulated/SD_00594_number_change.jpg,number_change,"[205, 188, 650, 211]",Ira Mehta,Mehta,Ira,19741112,2013-06-05,2023-02-01,K0537953,AUS,M,train
SD_00595,authentic/SD_00595_authentic.jpg,manipulated/SD_00595_date_change.jpg,date_change,"[205, 264, 650, 287]",Meera Rao,Rao,Meera,19830404,2018-09-09,2023-10-21,N6553307,CAN,M,train
SD_00596,authentic/SD_00596_authentic.jpg,manipulated/SD_00596_copy_paste.jpg,copy_paste,"[205, 140, 500, 175]",Arjun Patel,Patel,Arjun,19981011,2018-10-13,2023-10-01,J0907426,IND,M,train
SD_00597,authentic/SD_00597_authentic.jpg,manipulated/SD_00597_clone.jpg,clone,"[430, 270, 580, 305]",Diya Kulkarni,Kulkarni,Diya,19710804,2011-07-24,2021-05-11,Y5618579,IND,F,validation
SD_00598,authentic/SD_00598_authentic.jpg,manipulated/SD_00598_compression.jpg,compression,"[0, 0, 700, 455]",Aadhya Bose,Bose,Aadhya,19991104,2024-06-20,2029-01-08,B0215632,IND,M,validation
SD_00599,authentic/SD_00599_authentic.jpg,manipulated/SD_00599_mixed.jpg,mixed,"[45, 100, 650, 250]",Ira Malhotra,Malhotra,Ira,20041228,2022-01-09,2027-02-02,J1459642,USA,F,train
SD_00600,authentic/SD_00600_authentic.jpg,manipulated/SD_00600_text_change.jpg,text_change,"[205, 150, 650, 173]",Arjun Verma,Verma,Arjun,19900325,2023-10-28,2033-11-15,V1883977,GBR,F,train
SD_00601,authentic/SD_00601_authentic.jpg,manipulated/SD_00601_photo_change.jpg,photo_change,"[45, 100, 165, 250]",Tara Mehta,Mehta,Tara,19750523,2014-02-12,2019-11-21,X3117030,SGP,M,train
SD_00602,authentic/SD_00602_authentic.jpg,manipulated/SD_00602_number_change.jpg,number_change,"[205, 188, 650, 211]",Sara Malhotra,Malhotra,Sara,19940804,2015-06-07,2025-05-23,O2812356,CAN,M,validation
SD_00603,authentic/SD_00603_authentic.jpg,manipulated/SD_00603_date_change.jpg,date_change,"[205, 264, 650, 287]",Meera Mehta,Mehta,Meera,19740706,2014-11-10,2019-03-15,D1307240,CAN,F,test
SD_00604,authentic/SD_00604_authentic.jpg,manipulated/SD_00604_copy_paste.jpg,copy_paste,"[205, 140, 500, 175]",Arjun Iyer,Iyer,Arjun,19750707,2015-03-13,2025-09-11,B7451066,USA,F,test
SD_00605,authentic/SD_00605_authentic.jpg,manipulated/SD_00605_clone.jpg,clone,"[430, 270, 580, 305]",Ishaan Joshi,Joshi,Ishaan,19810517,2019-10-16,2029-02-22,B3131009,GBR,M,train
SD_00606,authentic/SD_00606_authentic.jpg,manipulated/SD_00606_compression.jpg,compression,"[0, 0, 700, 455]",Aditya Iyer,Iyer,Aditya,19760420,2014-12-23,2024-07-13,D3473235,SGP,F,train
SD_00607,authentic/SD_00607_authentic.jpg,manipulated/SD_00607_mixed.jpg,mixed,"[45, 100, 650, 250]",Aadhya Bose,Bose,Aadhya,19700317,2011-12-20,2021-12-10,W3251225,CAN,M,train
SD_00608,authentic/SD_00608_authentic.jpg,manipulated/SD_00608_text_change.jpg,text_change,"[205, 150, 650, 173]",Aarav Kulkarni,Kulkarni,Aarav,20000601,2021-03-09,2026-03-22,Y0957907,USA,F,train
SD_00609,authentic/SD_00609_authentic.jpg,manipulated/SD_00609_photo_change.jpg,photo_change,"[45, 100, 165, 250]",Arjun Sharma,Sharma,Arjun,19711110,2019-04-17,2024-03-25,D1457758,GBR,F,train
SD_00610,authentic/SD_00610_authentic.jpg,manipulated/SD_00610_number_change.jpg,number_change,"[205, 188, 650, 211]",Anaya Nair,Nair,Anaya,19990610,2017-12-11,2027-02-09,V8026325,CAN,M,validation
SD_00611,authentic/SD_00611_authentic.jpg,manipulated/SD_00611_date_change.jpg,date_change,"[205, 264, 650, 287]",Neel Desai,Desai,Neel,19970424,2020-02-07,2030-11-04,I8782455,CAN,F,train
SD_00612,authentic/SD_00612_authentic.jpg,manipulated/SD_00612_copy_paste.jpg,copy_paste,"[205, 140, 500, 175]",Ishaan Sharma,Sharma,Ishaan,20031004,2023-07-26,2033-10-26,Z5410727,SGP,M,train
SD_00613,authentic/SD_00613_authentic.jpg,manipulated/SD_00613_clone.jpg,clone,"[430, 270, 580, 305]",Aadhya Desai,Desai,Aadhya,19800810,2014-02-26,2024-01-15,B3491074,IND,F,validation
SD_00614,authentic/SD_00614_authentic.jpg,manipulated/SD_00614_compression.jpg,compression,"[0, 0, 700, 455]",Ira Kulkarni,Kulkarni,Ira,19700505,2010-06-10,2015-02-23,I2369143,IND,F,train
SD_00615,authentic/SD_00615_authentic.jpg,manipulated/SD_00615_mixed.jpg,mixed,"[45, 100, 650, 250]",Ira Mehta,Mehta,Ira,19940704,2018-05-10,2028-03-19,N5923426,AUS,M,train
SD_00616,authentic/SD_00616_authentic.jpg,manipulated/SD_00616_text_change.jpg,text_change,"[205, 150, 650, 173]",Aadhya Rao,Rao,Aadhya,19751021,2014-08-18,2019-07-26,N1287585,CAN,F,test
SD_00617,authentic/SD_00617_authentic.jpg,manipulated/SD_00617_photo_change.jpg,photo_change,"[45, 100, 165, 250]",Kiara Kapoor,Kapoor,Kiara,19960801,2020-09-01,2030-02-25,E9439852,AUS,F,train
SD_00618,authentic/SD_00618_authentic.jpg,manipulated/SD_00618_number_change.jpg,number_change,"[205, 188, 650, 211]",Vivaan Singh,Singh,Vivaan,19950722,2015-01-15,2025-01-03,B4159149,CAN,F,test
SD_00619,authentic/SD_00619_authentic.jpg,manipulated/SD_00619_date_change.jpg,date_change,"[205, 264, 650, 287]",Vivaan Patel,Patel,Vivaan,20021207,2020-09-05,2030-03-08,V2440793,IND,M,train
SD_00620,authentic/SD_00620_authentic.jpg,manipulated/SD_00620_copy_paste.jpg,copy_paste,"[205, 140, 500, 175]",Arjun Iyer,Iyer,Arjun,19760404,2013-08-01,2023-07-02,D4672384,AUS,F,train
SD_00621,authentic/SD_00621_authentic.jpg,manipulated/SD_00621_clone.jpg,clone,"[430, 270, 580, 305]",Arjun Joshi,Joshi,Arjun,19790106,2020-03-27,2025-03-17,X8377441,AUS,F,validation
SD_00622,authentic/SD_00622_authentic.jpg,manipulated/SD_00622_compression.jpg,compression,"[0, 0, 700, 455]",Ira Kulkarni,Kulkarni,Ira,19870723,2016-02-15,2026-07-05,A4719609,GBR,M,train
SD_00623,authentic/SD_00623_authentic.jpg,manipulated/SD_00623_mixed.jpg,mixed,"[45, 100, 650, 250]",Sara Sharma,Sharma,Sara,19920824,2012-08-09,2017-03-12,Q8358681,USA,M,test
SD_00624,authentic/SD_00624_authentic.jpg,manipulated/SD_00624_text_change.jpg,text_change,"[205, 150, 650, 173]",Ira Kulkarni,Kulkarni,Ira,19911228,2017-03-09,2027-07-03,U7679298,SGP,F,train
SD_00625,authentic/SD_00625_authentic.jpg,manipulated/SD_00625_photo_change.jpg,photo_change,"[45, 100, 165, 250]",Kabir Bose,Bose,Kabir,19901012,2019-10-20,2029-02-02,A2311775,USA,M,train
SD_00626,authentic/SD_00626_authentic.jpg,manipulated/SD_00626_number_change.jpg,number_change,"[205, 188, 650, 211]",Arjun Verma,Verma,Arjun,19940703,2024-01-20,2034-02-02,X1759025,IND,F,train
SD_00627,authentic/SD_00627_authentic.jpg,manipulated/SD_00627_date_change.jpg,date_change,"[205, 264, 650, 287]",Meera Verma,Verma,Meera,19820516,2013-08-22,2023-04-07,X2683190,SGP,M,train
SD_00628,authentic/SD_00628_authentic.jpg,manipulated/SD_00628_copy_paste.jpg,copy_paste,"[205, 140, 500, 175]",Kabir Sharma,Sharma,Kabir,19930719,2023-09-28,2028-06-06,V8733978,GBR,F,train
SD_00629,authentic/SD_00629_authentic.jpg,manipulated/SD_00629_clone.jpg,clone,"[430, 270, 580, 305]",Kabir Singh,Singh,Kabir,19740721,2017-07-28,2022-10-03,E8411730,AUS,F,train
SD_00630,authentic/SD_00630_authentic.jpg,manipulated/SD_00630_compression.jpg,compression,"[0, 0, 700, 455]",Aarav Mehta,Mehta,Aarav,19880513,2024-12-12,2029-03-10,C8938984,CAN,M,train
SD_00631,authentic/SD_00631_authentic.jpg,manipulated/SD_00631_mixed.jpg,mixed,"[45, 100, 650, 250]",Arjun Desai,Desai,Arjun,20001101,2020-01-11,2030-05-07,K0238503,CAN,M,train
SD_00632,authentic/SD_00632_authentic.jpg,manipulated/SD_00632_text_change.jpg,text_change,"[205, 150, 650, 173]",Vivaan Nair,Nair,Vivaan,19741024,2016-10-03,2026-03-09,X0107835,CAN,F,train
